"image mean grand effect","mean r1 effect","mean r2 effect"
-0.0200198089018349,0.0418429736720067,-0.0573303080830742
-0.0195051133679637,0.0397843418919497,-0.0545097151896193
-0.0178277348729365,0.0623837885283903,-0.0854738920746127
-0.0100258489656368,0.104665997440282,-0.143406009479867
0.0090757062041887,0.148794920910981,-0.203868365663746
0.0344357057350575,0.189965589107178,-0.260277527932562
0.0638908685235732,0.217954288715598,-0.298625681292151
0.102978056551346,0.228628206478905,-0.313250334850968
0.126122642777655,0.27099338296116,-0.371296128602628
0.102127756307398,0.281858217655789,-0.386182363151762
0.0731264779249618,0.299052137082177,-0.409740265742463
0.053808711927589,0.308208530295027,-0.422285713586044
0.0837478421584015,0.0305642046477373,-0.0418769297446271
0.0409566876265944,0.0354397542649174,-0.0485570659084258
0.00350319025372895,0.0421517767627585,-0.0577534084217016
-0.0297202686503806,0.0569859608502739,-0.0780781671390117
-0.0400515925385398,0.0812205219324861,-0.111282663167238
-0.0416178455878924,0.0770201426699514,-0.105527598073765
-0.0401451255653741,0.04885862825673,-0.0669426659881171
-0.0212503399583183,0.0305969376636326,-0.0419217782274447
-0.0187399017898064,0.021493120770197,-0.0294483667695556
-0.0222018552519944,0.0195175174252695,-0.026741533615142
-0.0215652442555598,0.0237632751232451,-0.0325587730584722
-0.0227741366368697,0.0268295572987509,-0.0367599778573794
-0.0303417501666126,0.025830353487716,-0.035390938869533
-0.0391292806601386,0.0253666423400033,-0.0347555943749395
-0.0478996878659933,0.0258817583688146,-0.0354613702325966
-0.0561209770384459,0.0273804326285879,-0.0375147486015067
-0.062953227460664,0.0286544111232593,-0.0392602645909592
-0.0686999083576428,0.0298329884040595,-0.0408750685276399
-0.0740977902304144,0.0318386739514399,-0.0436231182061937
-0.0793132387198121,0.0338256523376109,-0.046345536644389
-0.0855060047171849,0.0357219744604139,-0.0489437442282294
-0.0924409362240342,0.0405654911454753,-0.0555799911149044
-0.0981143153758451,0.0475014084392065,-0.0650830985757959
-0.0973482828181419,0.0500020893464128,-0.0685093561824228
-0.0889082612381082,0.0480455855875827,-0.0658286919414282
-0.0791431200296263,0.0446186982906765,-0.0611334112943684
-0.073842289667457,0.0431677672987597,-0.0591454474028462
-0.0740258372373576,0.0438731288010111,-0.0601118842663204
-0.0767524862334169,0.0437353804394128,-0.0599231511215332
-0.0789510694572862,0.0418728635529141,-0.05737126110172
-0.0780975439365506,0.0410844633324447,-0.0562910504100379
-0.0776618383632724,0.0408510316668467,-0.0559712187123679
-0.0796421583107297,0.0402641772002289,-0.0551671518782357
-0.0852910840003525,0.0397573418368101,-0.0544727216075774
-0.0947826630958676,0.0400021427073041,-0.0548081305924751
-0.106395887903524,0.041965461652466,-0.0574981325238332
-0.117812312185753,0.0440604469293067,-0.0603685344291151
-0.126758995428388,0.0463339171614888,-0.0634834839030789
-0.128303375236982,0.0503828821158342,-0.0690310917301364
-0.119994358535913,0.0565502458276711,-0.0774811809716793
-0.10507100284066,0.0598800307543755,-0.0820434187608651
-0.0858676462071455,0.0611620300580159,-0.0837999243002685
-0.0643661332591252,0.0645871750662379,-0.0884928177855597
-0.0459929628706846,0.0696321293937617,-0.095405060403141
-0.0314306036100354,0.0748414866818367,-0.102542556427711
-0.0173640573537021,0.0799507909091754,-0.109542966765169
-0.00555033761266249,0.0819573293970523,-0.112292185082974
-0.00180467707597643,0.0775553437938208,-0.106260893120105
-0.00345713297764654,0.0718011662474612,-0.0983769225858073
-0.0097657743737809,0.0665227791426542,-0.0911448467474029
-0.021455760768977,0.0576131867220352,-0.0789375480412301
-0.0331781172148393,0.0445838714156414,-0.0610856939525996
-0.0405066497725424,0.0324907612738705,-0.0445165625245887
-0.0390508771135069,0.0367416691316174,-0.0503408583556576
-0.0306666235011969,0.0648456402157951,-0.0888469486073557
-0.0178469692508685,0.103336302949171,-0.141584155339449
0.00244958028938292,0.134310812618165,-0.184023256249563
0.0265794592535413,0.145661643580644,-0.199575368802051
0.0376133070673901,0.138125693903522,-0.189250139049631
0.0539167293792685,0.142198070948912,-0.19482982448195
0.0629991674539541,0.187494447066266,-0.256891742408975
0.0514077572456599,0.184490790566776,-0.252776342919414
0.0422601099384728,0.214769163219675,-0.294261645710075
0.045909364019914,0.0392193459362605,-0.0537355973542271
0.0133096736464856,0.0456725469894267,-0.0625773208751235
-0.0207973938145765,0.0502699410102499,-0.0688763477478099
-0.0443844293747192,0.0623298998645559,-0.0854000576066318
-0.0344630088455392,0.0832758428359928,-0.114098719729834
-0.0339510694572863,0.0725014951506548,-0.0993364641349881
-0.0408634240266238,0.0346127152007429,-0.0474239149828361
-0.0210621597181232,0.019754785794534,-0.0270666220951083
-0.0115261304443382,0.0155810438998311,-0.0213480536549633
-0.0197311759500616,0.0120951850362757,-0.0165719743029492
-0.0235666164642294,0.0161601871618179,-0.022141555137296
-0.0294532743737809,0.0198416131360322,-0.0271855868292389
-0.038307186927731,0.0211743650394596,-0.0290116300215973
-0.0464958714839329,0.0229172679297523,-0.0313996333323229
-0.0547234352857719,0.0255557216556321,-0.0350146575931062
-0.0631165437488982,0.0284339750580559,-0.0389582385535701
-0.0700267285865788,0.0304288227860825,-0.0416914390121001
-0.0743904107971249,0.0314623907331734,-0.0431075613292181
-0.0765573276670817,0.0322667483614241,-0.0442096357419512
-0.0788333761752446,0.0333778452367882,-0.0457319827594955
-0.0824638650099228,0.0349824503150553,-0.0479305001069913
-0.0877082823490108,0.0384201984987839,-0.0526406615795027
-0.0925974501103168,0.0433642459913112,-0.0594146487283549
-0.0929441966856593,0.0459992034671276,-0.063024882672493
-0.0878739442930903,0.045305330675935,-0.0620741868352096
-0.0797182748429121,0.0425127601350601,-0.0582480025227122
-0.0719405491908197,0.0404373530248103,-0.055404425248279
-0.0667606373874795,0.0399412893354738,-0.0547247535700323
-0.0639819148316529,0.0389116172892882,-0.0533139691431156
-0.0628041023902943,0.0368153555198766,-0.0504418182772335
-0.0625283705456706,0.035981798089328,-0.0492997363431702
-0.0632712397519006,0.0359851603813206,-0.0493043431198614
-0.0659916141185735,0.0353436693646267,-0.048425417116469
-0.0721455008703093,0.0345671894670084,-0.0473615388151869
-0.0830798928763142,0.0348327994175695,-0.0477254589422544
-0.096595444574569,0.0384145111171228,-0.052632869128006
-0.108960276156479,0.0439786180025454,-0.0602564181723188
-0.115462610084045,0.0489861132623196,-0.0671173370022691
-0.114354639545483,0.0526264060490832,-0.0721050108854322
-0.103508268275076,0.0566519347332303,-0.0776205079786468
-0.0887363833060384,0.059005467702257,-0.0808451537998457
-0.0758170973236777,0.0586484666643877,-0.0803560160141935
-0.061640363884008,0.0611381293813108,-0.0837671772691986
-0.0470939550831072,0.0665160048107548,-0.0911355650329173
-0.0335336013582057,0.0717693562082321,-0.0983333387008894
-0.0206778826492547,0.0751092446861927,-0.102909419667446
-0.00827528600823389,0.0758796094812558,-0.103964919484058
-0.000643987922289063,0.071966134222033,-0.0986029501353829
0.00096255176620784,0.0658835995974847,-0.0902690877601901
-0.0029785019023979,0.0595343486176453,-0.0815697893397608
-0.0137394326586373,0.0508348861063395,-0.0696503958989457
-0.0277652231446572,0.0411630811564053,-0.056398767038971
-0.0377584793841018,0.0352140290792882,-0.0482477930891546
-0.0356130252651301,0.0422982096094108,-0.0579540404388681
-0.0234004853889807,0.0657853913783955,-0.0901345297457238
-0.00843303136383532,0.0948478138383504,-0.129953822856441
0.00570834131396539,0.113504130734009,-0.155515399901792
0.0160199030516272,0.11167153819066,-0.153004510118372
0.011439658165157,0.0913998873425335,-0.12522971577451
-0.00202247122121944,0.0818939869619814,-0.112205397720637
-0.0175740521932592,0.109534933642,-0.150077084405598
-0.0158677048485416,0.141890741396938,-0.194408743082818
0.0432161992610474,0.0316144965095789,-0.0433159659968905
0.0314611795575383,0.0418326808563393,-0.0573162055888804
0.0187468452546672,0.0482947834511015,-0.0661701253778079
-0.0082107804724861,0.0541234083342634,-0.0741560984320103
-0.0196654975863911,0.0646340114768642,-0.0885569897507685
-0.0276449496411857,0.0622350064129156,-0.0852700412540597
-0.0474767661170723,0.0397560717364293,-0.0544709814051077
-0.0553821540885492,0.0158129561696344,-0.0216658035830705
-0.0477250537883052,0.00374153723016432,-0.00512639191925112
-0.0290450716152896,0.0090953268873117,-0.0124617790469011
-0.0256751851450325,0.0143242117602994,-0.0196260303988518
-0.0339126593428182,0.0148408888731017,-0.0203339451443147
-0.0443875960101104,0.0153403946178463,-0.0210183328854907
-0.0532894185847023,0.0176308833613663,-0.0241565999301837
-0.0617177118855092,0.0210749609249792,-0.0288754334751338
-0.0702261679748317,0.0256402931098675,-0.0351305314687146
-0.0777099243081025,0.0291826500404246,-0.0399840205099323
-0.0831485619511875,0.031119331895676,-0.0426375261687509
-0.0848313940960553,0.0316841797193076,-0.0434114410439864
-0.0838497371247661,0.0319782482560364,-0.0438143531300238
-0.08264594654492,0.0327509395303745,-0.0448730405253832
-0.0822597343099791,0.0341888443505527,-0.0468431568699132
-0.0835063917503994,0.0365857444385093,-0.0501272212761393
-0.0850511234073707,0.0395270181652072,-0.0541571482653164
-0.0859252320581494,0.042010188362438,-0.0575594139251585
-0.0843214485152709,0.0422823583675695,-0.0579323221789426
-0.0795846311011219,0.0409212023505509,-0.0560673616621185
-0.0729788537507747,0.0393936768018009,-0.0539744532803895
-0.0665767379692022,0.0376447738683748,-0.0515782291313447
-0.0613547802848336,0.0360119100293611,-0.049340993611657
-0.0583860009641356,0.0345317814585169,-0.0473130252451108
-0.0580930285490483,0.0336903160550508,-0.046160108361141
-0.0589340634524073,0.0335415884121525,-0.0459563321750921
-0.0595006566218575,0.0329307526716501,-0.0451194078812868
-0.0622175125047623,0.0319463206560936,-0.0437706081716608
-0.0698166751056255,0.0315911683507697,-0.043284003389691
-0.0814473164079337,0.0347334064199414,-0.0475892776273224
-0.0934007199545653,0.0410403855687285,-0.0562306581493618
-0.0978225744300766,0.0492134370513164,-0.0674288001157647
-0.0969957893859783,0.0526597643879231,-0.0721507161418947
-0.0892172427543401,0.0528831086217008,-0.0724567267479147
-0.0751550359613208,0.0542924211755619,-0.0743876679743088
-0.066302999932047,0.0544255463161901,-0.0745700667059487
-0.0599253376126625,0.0564422511655389,-0.0773332142592774
-0.0516221850512063,0.0611319003310191,-0.0837586426613313
-0.041183840615102,0.0656201326981349,-0.0899081038916004
-0.0288663326398721,0.0680063350390772,-0.0931775109950993
-0.0164706556835951,0.0674551445464761,-0.092422308437055
-0.0072183334843082,0.0633503585414371,-0.0867982185210599
-0.00254907095850599,0.0574658295091102,-0.0787356495222224
-0.0035121972486167,0.051183816865247,-0.0701284763543319
-0.0101870541636101,0.0443679982624841,-0.0607899196972997
-0.0191610056554473,0.0390763643164195,-0.0535396939660034
-0.0248739091082527,0.0381636307180012,-0.0522891303993392
-0.0214539428856968,0.0453582769086116,-0.0621467300501107
-0.00868835600260432,0.0620711195522347,-0.0850454949709189
0.00569080753652122,0.0821413124696436,-0.11254426578633
0.0129600536427325,0.0937588092057357,-0.128461745080586
0.00767183118073214,0.0881998144048652,-0.120845200256017
-0.0120953038352183,0.0659418569063704,-0.0903489078392478
-0.0402458714839329,0.0439959539000178,-0.0602801706032712
-0.0546749974925649,0.044779706442442,-0.0613540133724367
-0.0443666610316905,0.0709973308333496,-0.0972755636742647
0.0367947318187505,0.0186756932253939,-0.0255881251334942
0.0398400381614039,0.0310811107676979,-0.0425851582596381
0.0405610341268759,0.0385321226902997,-0.0527940122574886
0.0190438639260877,0.0386878900799472,-0.0530074338108367
0.00104582254871863,0.0411976742996197,-0.0564461641377907
-0.0177242328087593,0.0373197471212281,-0.0511329002764878
-0.0426555050924899,0.0218510161588377,-0.029938729931914
-0.0532689527374514,0.017842109392321,-0.0244460070245437
-0.0558919237451451,0.0179437574434478,-0.024585278055633
-0.0630397235199622,0.00635393305414098,-0.00870571347028405
-0.0537203742048937,0.00782002326384038,-0.0107144474588982
-0.0460355365242782,0.0129271335803683,-0.0177118518536215
-0.0497345771510374,0.0119948726749585,-0.0164345333403652
-0.0549349548016285,0.0139458833191223,-0.0191076713008753
-0.0636762172336045,0.0183325760244216,-0.0251180100074868
-0.0758399674681701,0.0226944775931429,-0.0310943816373581
-0.0863873849010843,0.0263551481261026,-0.0361099756792704
-0.0930693960664062,0.0279550527212757,-0.0383020527544752
-0.0950244415721296,0.0292359194955832,-0.0400570065816107
-0.0945491530564606,0.0310346401015139,-0.0425214874118145
-0.0941618266349931,0.0326272445376716,-0.0447035623210955
-0.0922022657417674,0.0334938376404206,-0.0458909074164205
-0.0873563166894123,0.0336789701955447,-0.0461445630601294
-0.0818396859894686,0.0344199475914264,-0.0471597983233181
-0.0786285417785473,0.036502212132047,-0.0500127711679345
-0.0787553244769898,0.0387997367314179,-0.0531606782488907
-0.0795259310635914,0.0393455494466957,-0.0539085125535896
-0.0781943608815685,0.0389933948006074,-0.0534260149540789
-0.0746209887667252,0.0381835874134145,-0.0523164736638342
-0.0702094551769335,0.0364396551025944,-0.049927059913295
-0.0663881472392341,0.035052430622663,-0.0480263822167656
-0.0645604122045184,0.0342789747868047,-0.0469666472728298
-0.0647773853702155,0.0338755330982526,-0.046413879764489
-0.0656459230883615,0.0341209170476523,-0.0467500876432119
-0.0648089344413358,0.0344391416707688,-0.0471860967047546
-0.0625406265974626,0.033028012623234,-0.0452526666461193
-0.0620506190913639,0.0313205069025018,-0.0429131620547265
-0.0666667525122684,0.0331357452055721,-0.0454002742751669
-0.0748744368808179,0.0381436673524764,-0.0522617779959254
-0.0797757434111237,0.0460140586389986,-0.0630452361871993
-0.0801132832872731,0.0501175045074871,-0.0686674899420765
-0.0748539123921708,0.0492009361508514,-0.067411672258634
-0.0641166727599697,0.0496234543580321,-0.0679905770749661
-0.0580106960288757,0.0496021283443308,-0.0679613576665832
-0.0557008700765394,0.0504412425335254,-0.0691110530816485
-0.0506528427731054,0.0544494867356423,-0.0746028681897436
-0.0435148361114428,0.0579803635707011,-0.0794406280092073
-0.0339898900615272,0.0590765221757229,-0.0809425076563476
-0.0232531782018912,0.0581376175614287,-0.0796560863991004
-0.0154643106845334,0.0545199139407144,-0.0746993626070827
-0.0119168580667815,0.0490148475464254,-0.0671567067032193
-0.0114373473705908,0.0438479382915124,-0.0600773699968125
-0.0136192177965619,0.0393796228770629,-0.0539551975783134
-0.0161325880348805,0.0373601910638331,-0.0511883137303168
-0.0166092839440567,0.0394498032880129,-0.054051353855654
-0.0125504783520132,0.0465776374739347,-0.0638174123831183
-0.00271965877986084,0.058700130568146,-0.0804268022719403
0.00855209717810501,0.0721460635344157,-0.0988494766607903
0.0125743691803568,0.0797390207082984,-0.109252814087344
0.00134583193134201,0.0747202157187882,-0.102376399458859
-0.0249636304443382,0.0563703584814061,-0.0772347119453031
-0.0547053150943664,0.0342366982310901,-0.0469087229010391
-0.0695648103092285,0.0282583290688828,-0.0387175807372355
0.0162639685423384,0.0176766611697278,-0.0242193214728088
0.0307630537365588,0.0292881550834735,-0.040128576120863
0.0299885181764161,0.0274065522290215,-0.0375505358462567
-0.000649441572129559,0.0165638548003939,-0.0226946322265138
-0.00209999514690907,0.0212693546518728,-0.0291417781269166
-0.011888710196637,0.0203667676825135,-0.0279051167598075
-0.0347018552519944,0.0107894084529914,-0.0147828908024752
-0.0518228559087781,0.0127337795570905,-0.0174469317308188
-0.0551518106845334,0.0261121159468171,-0.0357769900310286
-0.0651942084139385,0.0218746250181686,-0.029971077135283
-0.0661697080386336,0.0161681876825313,-0.0221525168897019
-0.050667972253308,0.020999037270185,-0.0287714082078509
-0.0537672873218012,0.016221640009911,-0.0222257535200729
-0.0606130252651301,0.0136152825822084,-0.0186547053561426
-0.0685645640153647,0.018297470394314,-0.0250699107350666
-0.0814349430733493,0.0234133738631277,-0.0320793628903892
-0.0927519115477347,0.0260880526861465,-0.0357440202388111
-0.0982703601309586,0.0272847985166598,-0.0373837174481508
-0.0995931927449575,0.0294022206586727,-0.040284860772597
-0.102077594133586,0.0320360450493136,-0.0438935422428907
-0.105598599481681,0.0349266942979478,-0.0478541071225129
-0.10472800931467,0.0359727356312941,-0.0492873195987212
-0.0969801321332104,0.0346290491918975,-0.0474462946720153
-0.0860393482150269,0.0337209090768692,-0.0462020247741519
-0.0784564879222891,0.0344458865430094,-0.0471953380556818
-0.0767016441429684,0.0359456847165551,-0.0492502563324229
-0.0774515503167345,0.036915109815206,-0.0505784946169381
-0.0777891488342801,0.0368163079562015,-0.0504431232386917
-0.0766593636963555,0.0365073856372083,-0.0500198595418893
-0.0749252789712664,0.0358332608225262,-0.0490962209970977
-0.0738624036663311,0.0349501394616279,-0.047886230041581
-0.0741555520056068,0.0345592692655533,-0.0473506871105957
-0.075169109896393,0.0347360380568135,-0.047592883311608
-0.0765101213431935,0.0351814244630375,-0.0482031205305254
-0.0752490381193242,0.0368903389668835,-0.0505445553377429
-0.0694861721970123,0.0370179651564978,-0.0507194197923444
-0.0620835169145953,0.0334142857229415,-0.0457819109580562
-0.0580764916753384,0.0327730820768807,-0.0449033786897522
-0.060622994302473,0.0366975630199277,-0.0502804272545763
-0.0658240756498177,0.0425556795227617,-0.0583068076578098
-0.06721299711726,0.046436404534968,-0.0636239049147938
-0.0638744251525386,0.0458409061598071,-0.0628079948033721
-0.0568918768320282,0.0457372937608704,-0.0626660323606731
-0.052074662063779,0.0455353528029179,-0.0623893470221797
-0.050065666473612,0.0454979698856068,-0.0623381275705392
-0.0462321024841206,0.0484627974432166,-0.0664003263670045
-0.0411375139121558,0.0511190325744266,-0.0700397134623637
-0.0347812557023604,0.052256850194015,-0.0715986713697218
-0.0284491577477723,0.0510231908552809,-0.0699083978601577
-0.0246698956911012,0.0473349216246827,-0.0648549900182341
-0.0229152864773651,0.0433488071846919,-0.0593934955582468
-0.0217391746364944,0.0399385526443471,-0.0547210039477743
-0.0198742609566295,0.0370015061007544,-0.0506968687484362
-0.0169630674869353,0.0364358378534195,-0.0499218297861787
-0.014350769213338,0.0394713841555542,-0.0540809224468957
-0.0113449871716792,0.0464775518964053,-0.0636802821437761
-0.0059698581606077,0.0565270763619293,-0.0774494357945914
0.000463923974877385,0.0662543099376693,-0.0907770090704429
0.00282160130645929,0.0712687760197081,-0.0976474788321974
-0.0058498778641168,0.0675136986753196,-0.0925025351980028
-0.0274505534130003,0.0543520714260468,-0.074469396564259
-0.0529598539384272,0.0383360806121242,-0.052525409150378
0.0299929749225223,0.0214734614505839,-0.0294214309485273
-0.0017476189975377,0.0217963729386502,-0.029863861623735
0.0250033544496381,0.0326874172802168,-0.0447860067930244
0.0282780659339691,0.0216086254219327,-0.0296066231430377
0.0103785421021058,0.00831160880712985,-0.0113879834954831
0.0176709515597901,0.0157107367122969,-0.0215257496512639
0.00253701461101925,0.01659460873865,-0.0227367691159426
-0.0230406031409042,0.0148731613733885,-0.0203781626609414
-0.0521209887667252,0.0168715662162451,-0.0231162368287514
-0.0597035558524823,0.0367972036454419,-0.0504169478518717
-0.0580759639027732,0.0415484421183777,-0.0569267616037513
-0.0674069242142763,0.0273535470770275,-0.0374779119042389
-0.0513628727975002,0.0272360805787737,-0.0373169675462419
-0.046629046094554,0.024825056251988,-0.0340135510985031
-0.0565556857079899,0.0195314465633399,-0.0267606183432775
-0.0695876218123247,0.0209842665863919,-0.0287511704527836
-0.0828529506732742,0.0257359333360643,-0.0352615709994128
-0.0939523009266051,0.0274316771490914,-0.0375849602497291
-0.0993925218873857,0.0276963641229863,-0.0379476157788968
-0.101493525828088,0.0308036655382061,-0.0422050222633863
-0.107341656340379,0.0336880876819977,-0.0461570552006592
-0.113234061106751,0.0360015427307829,-0.0493267890662025
-0.112212762551675,0.0359359224526659,-0.0492368807630682
-0.103681025828088,0.0346386733288962,-0.0474594809895915
-0.0920307982994705,0.0340721226814063,-0.0466832330245242
-0.084019914456348,0.034277475123423,-0.0469645925392354
-0.0807902395642481,0.0343858269144368,-0.0471130485645855
-0.0801721006075959,0.0348797886849156,-0.0477898403410208
-0.0803775800596507,0.0354460947616539,-0.048565753212396
-0.0805212514801798,0.0352629223855201,-0.0483147832684724
-0.0803759381005589,0.0347819398180786,-0.047655774685809
-0.08038426517881,0.0342054579305438,-0.0468659196321087
-0.081432186927731,0.033751034357125,-0.0462433003204765
-0.0828075622326662,0.0345151245228017,-0.0472902030799426
-0.0838245799658244,0.0354163977581348,-0.048525064460821
-0.0817727175150832,0.0374808194728159,-0.0513535903166503
-0.0741726166518819,0.0381883534859373,-0.0523230038021609
-0.0634021859894686,0.0342732229274,-0.0469587664784506
-0.0555325106282376,0.0330752389574564,-0.0453173728572941
-0.0549187697762954,0.0362348093111235,-0.0496463945756302
-0.0584332659294199,0.0400790910579634,-0.0549135598261706
-0.0597834840754135,0.0430352260708011,-0.0589638487073963
-0.0573195485340361,0.0430286040397789,-0.0589547756648919
-0.0526431903993016,0.04290827800918,-0.0587899133762141
-0.0487115779954735,0.0432267508160251,-0.0592262624816967
-0.0467240451562917,0.0433513268192766,-0.059396947784853
-0.0439620353983634,0.0449164976430531,-0.061541435082365
-0.0399308499038991,0.0468477261263854,-0.0641874689134241
-0.0357139471078774,0.0476887868764261,-0.0653398313696487
-0.0326214930827319,0.0465391362012774,-0.0637646606394126
-0.0313264564905007,0.0436347337387612,-0.0597852520706404
-0.0308352761564793,0.0414126608838023,-0.0567407236784565
-0.0291082870403225,0.0390592718780136,-0.05351627510559
