"image median grand effect","median r1 effect","median r2 effect"
-0.0821473265347415,0.0928334484361622,-0.0928334484361622
-0.0685236107813169,0.0969109313128746,-0.0969109313128746
-0.0541186450278922,0.103888671038902,-0.103888671038902
-0.0405377374936456,0.113702455285477,-0.113702455285477
-0.0290865388635087,0.124532934737532,-0.124532934737532
-0.0185022066717278,0.133105280627943,-0.133105280627943
-0.00848508338405662,0.136615554600546,-0.136615554600546
-0.00460023749364565,0.132580879943012,-0.132580879943012
-0.00704030598679634,0.124832592271779,-0.124832592271779
-0.0144996381785772,0.115853568299176,-0.115853568299176
-0.0287975833840566,0.10414552035397,-0.10414552035397
-0.04568542584981,0.0912602463813677,-0.0912602463813677
-0.0580784053018648,0.0863801093950664,-0.0863801093950664
-0.0567727546169333,0.10236897925808,-0.10236897925808
-0.0421644498224128,0.14088567446356,-0.14088567446356
-0.0222693299593991,0.182612986107395,-0.182612986107395
-0.00731855941145387,0.203920777203286,-0.203920777203286
-0.00635537447994702,0.192897660764929,-0.192897660764929
-0.0303600833840566,0.162000828573149,-0.162000828573149
-0.0601653059867963,0.153920777203286,-0.153920777203286
-0.0928493813292621,0.207859133367669,-0.207859133367669
-0.0900989532470703,0.264333876518354,-0.264333876518354
0.0597191118214228,0.0594644415868472,-0.0594644415868472
0.052773478259779,0.071097575148491,-0.071097575148491
0.0384862351090941,0.0843360169293129,-0.0843360169293129
0.0110033583967653,0.105996975833423,-0.105996975833423
-0.00702960393200183,0.125635246381368,-0.125635246381368
-0.0319011792744676,0.114119835422464,-0.114119835422464
-0.0747415046169333,0.0684755717238335,-0.0684755717238335
-0.102481230644331,0.0158000580252033,-0.0158000580252033
-0.0983074292744676,-0.0124105584131528,0.0124105584131528
-0.0687911621511799,-0.00750901731726242,0.00750901731726242
-0.0507689018772073,0.00222985254575128,-0.00222985254575128
-0.0471944155758374,0.006767523778628,-0.00676752377862799
-0.0509080285895361,0.0103313080252033,-0.0103313080252033
-0.0573078573566594,0.0160890135046554,-0.0160890135046554
-0.0666507511922758,0.023933619669039,-0.023933619669039
-0.0773528059867963,0.0316390991210937,-0.0316390991210938
-0.0860642785895361,0.0362409826827376,-0.0362409826827376
-0.09099792584981,0.0376643559704088,-0.0376643559704088
-0.0899919326991251,0.0390342189841075,-0.0390342189841074
-0.0857111107813169,0.042458876518354,-0.042458876518354
-0.0809701005073443,0.0473069073402718,-0.0473069073402718
-0.0773099977676183,0.0519944073402718,-0.0519944073402718
-0.0763147066717278,0.0553227463813677,-0.0553227463813677
-0.0779307169457004,0.0568103319978061,-0.0568103319978061
-0.0804135936580292,0.0565534826827376,-0.0565534826827376
-0.0797607683155635,0.0549160682991759,-0.0549160682991759
-0.0745595696854265,0.0529468902169842,-0.0529468902169842
-0.0674105970826867,0.0506566504909568,-0.0506566504909568
-0.061289021740221,0.047638671038902,-0.047638671038902
-0.0570724121511799,0.0441283970662992,-0.0441283970662992
-0.054236367630632,0.0417418388471211,-0.0417418388471211
-0.0523956142059744,0.0418274552854773,-0.0418274552854773
-0.0510471553018648,0.0429618730936965,-0.0429618730936965
-0.0497415046169333,0.0433257429567102,-0.0433257429567102
-0.0499341416032347,0.0439678662443814,-0.0439678662443814
-0.0554671039320018,0.045583876518354,-0.045583876518354
-0.0654521210552895,0.0517161539156143,-0.0517161539156143
-0.0779521210552895,0.0611767703539705,-0.0611767703539705
-0.0849405628361114,0.0733236025457513,-0.0733236025457513
-0.0878836279046046,0.0803762566553403,-0.0803762566553403
-0.0828322580415909,0.082794921038902,-0.082794921038902
-0.0694867957128237,0.085673773778628,-0.085673773778628
-0.0614709566717278,0.0878676950115047,-0.0878676950115047
-0.0562911621511799,0.0933043388471211,-0.0933043388471211
-0.0487355114662484,0.102272660764929,-0.102272660764929
-0.0393819155758374,0.111604852545751,-0.111604852545751
-0.0289688162607689,0.117822746381368,-0.117822746381368
-0.0200218984525498,0.118379253230683,-0.118379253230683
-0.0149384224251525,0.113103140216984,-0.113103140216984
-0.0140180457128237,0.106296633367669,-0.106296633367669
-0.0174427032470703,0.100560331997806,-0.100560331997806
-0.0260899635210429,0.0945243730936965,-0.0945243730936965
-0.0371665902333717,0.0901472326827376,-0.0901472326827376
-0.0441336279046046,0.0928120443265732,-0.0928120443265732
-0.040708970370358,0.106810331997806,-0.106810331997806
-0.0258438162607689,0.133212301175888,-0.133212301175888
-0.0071259224251525,0.16162625665534,-0.16162625665534
0.00207784469813517,0.172884818299176,-0.172884818299176
-0.011556573110084,0.152144236107395,-0.152144236107395
-0.0503622237950155,0.106810331997806,-0.106810331997806
-0.0970231826991251,0.078663927888217,-0.0786639278882171
-0.120011196397755,0.0902221470662992,-0.0902221470662992
-0.107243645027892,0.140511102545751,-0.140511102545751
0.0489956529173132,0.0439036539156143,-0.0439036539156143
0.0557593515474502,0.0483343046005458,-0.0483343046005458
0.059537176889916,0.0558150409019157,-0.0558150409019157
0.0396634611364913,0.0722426950115047,-0.0722426950115047
0.0141283583967653,0.0843146128197239,-0.0843146128197239
-0.0196794326991251,0.0750573354224636,-0.0750573354224636
-0.0655270354388511,0.0422662395320526,-0.0422662395320526
-0.095171727219673,0.0215898696690389,-0.021589869669039
-0.106419586808714,0.0122255717238335,-0.0122255717238335
-0.110657600507344,-0.00701672279671448,0.00701672279671446
-0.0895424463977552,-0.00555054128986515,0.00555054128986515
-0.0676032340689881,0.00164123953205265,-0.00164123953205265
-0.0614388505073443,0.00226195871013484,-0.00226195871013485
-0.0605398779046046,0.00677822583342252,-0.00677822583342252
-0.0669397066717278,0.0160033970662992,-0.0160033970662992
-0.0804885080415909,0.025785075148491,-0.025785075148491
-0.0938660765347415,0.0339400409019157,-0.0339400409019157
-0.101111367630632,0.0367332772032855,-0.0367332772032855
-0.101357514890906,0.0377927806279431,-0.0377927806279431
-0.0980505799593991,0.0403933799430116,-0.0403933799430116
-0.094861367630632,0.044267523778628,-0.044267523778628
-0.0900240388635087,0.0475637566553403,-0.0475637566553403
-0.082382771740221,0.0493831059704088,-0.0493831059704088
-0.0745809737950155,0.0504426093950664,-0.0504426093950663
-0.0704071724251525,0.0524117874772581,-0.0524117874772581
-0.07146667584981,0.0539635854224636,-0.0539635854224636
-0.073521470370358,0.0538993730936965,-0.0538993730936965
-0.0725796895484402,0.0534498867923266,-0.0534498867923266
-0.0687911621511799,0.052058619669039,-0.0520586196690389
-0.0649170183155635,0.048419921038902,-0.048419921038902
-0.0617813162607689,0.0454768559704088,-0.0454768559704088
-0.0594910765347415,0.0446206915868472,-0.0446206915868472
-0.0588168470826868,0.0443103319978061,-0.0443103319978061
-0.0580891073566594,0.0456159826827376,-0.0456159826827376
-0.0554028916032347,0.0475530546005458,-0.0475530546005458
-0.0519889361237826,0.0475637566553403,-0.0475637566553403
-0.0514324292744676,0.0469644415868472,-0.0469644415868472
-0.0556811450278922,0.050763671038902,-0.050763671038902
-0.0638575148909059,0.0582123011758883,-0.0582123011758883
-0.0687055457128237,0.0695671813128746,-0.0695671813128746
-0.0704606826991251,0.0772512566553403,-0.0772512566553403
-0.0672072580415909,0.078107421038902,-0.078107421038902
-0.0576396210552895,0.0794558799430116,-0.0794558799430116
-0.0535407340689881,0.0811361025457513,-0.0811361025457513
-0.0532517785895361,0.0847855032306828,-0.0847855032306828
-0.0492599121511799,0.0926301093950664,-0.0926301093950664
-0.0429456998224128,0.100292780627943,-0.100292780627943
-0.0351331998224128,0.103781650490957,-0.103781650490957
-0.0278129943429607,0.102283362819724,-0.102283362819724
-0.0252445011922758,0.0959263422717787,-0.0959263422717787
-0.0258117100963854,0.0887452635046554,-0.0887452635046554
-0.0270638505073443,0.0853313080252033,-0.0853313080252033
-0.0301032340689881,0.0843681230936965,-0.0843681230936965
-0.0335706998224128,0.0861660682991759,-0.0861660682991759
-0.0342770354388511,0.0925873011758883,-0.0925873011758883
-0.0289367100963854,0.10561170186082,-0.10561170186082
-0.0166721553018648,0.126009818299176,-0.126009818299176
-0.00176419297309771,0.146461445011505,-0.146461445011505
0.00261294743786118,0.15359971555945,-0.15359971555945
-0.0174427032470703,0.134657078573149,-0.134657078573149
-0.0600261792744676,0.0927585340526006,-0.0927585340526006
-0.105477805986796,0.056253825148491,-0.056253825148491
-0.127481230644331,0.0561254004909568,-0.0561254004909568
0.0245521597666283,0.0415063936416417,-0.0415063936416417
0.0414614063419708,0.0448454347375321,-0.0448454347375321
0.047326132369368,0.047927626518354,-0.047927626518354
0.0140641460679982,0.0497469758334225,-0.0497469758334225
-0.00621624776761826,0.0493724039156143,-0.0493724039156143
-0.0341486107813169,0.0348390135046554,-0.0348390135046554
-0.0735963847539196,0.00930391076492937,-0.00930391076492935
-0.100747497767618,0.00481974980602526,-0.00481974980602524
-0.104140049137481,0.0228313080252033,-0.0228313080252033
-0.109052292288166,0.018218722408765,-0.018218722408765
-0.101207686123783,0.00842634227177869,-0.00842634227177869
-0.0731683025621388,0.0125573354224636,-0.0125573354224636
-0.0668540902333717,0.00617891076492937,-0.00617891076492937
-0.0681811450278922,0.00579363679232663,-0.00579363679232663
-0.073521470370358,0.0163993730936965,-0.0163993730936965
-0.0875946724251525,0.0279468902169842,-0.0279468902169842
-0.100950836808714,0.034624972408765,-0.034624972408765
-0.106548011466248,0.0368188936416417,-0.0368188936416417
-0.105477805986796,0.0388950922717787,-0.0388950922717787
-0.10484638475392,0.0433578491210938,-0.0433578491210938
-0.105574124479947,0.0484520272032855,-0.0484520272032855
-0.102438422425152,0.050538927888217,-0.050538927888217
-0.0926353402333717,0.0486981744635595,-0.0486981744635595
-0.0797500662607689,0.0472426950115047,-0.0472426950115047
-0.0710278916032347,0.0485804518608198,-0.0485804518608198
-0.0693155628361114,0.0509991162443814,-0.0509991162443814
-0.0710385936580292,0.0526579347375321,-0.0526579347375321
-0.0724298607813169,0.052615126518354,-0.052615126518354
-0.0717021210552895,0.0515235169293129,-0.0515235169293129
-0.0698399635210429,0.049490126518354,-0.049490126518354
-0.0685450148909059,0.0475744587101349,-0.0475744587101348
-0.0684165902333717,0.0467825066553403,-0.0467825066553403
-0.0687697580415909,0.0471356744635595,-0.0471356744635595
-0.0690587135210429,0.048195177888217,-0.048195177888217
-0.0665009224251525,0.0513736881621896,-0.0513736881621896
-0.060240220370358,0.0529040819978061,-0.0529040819978061
-0.0544718128361114,0.0495329347375321,-0.0495329347375321
-0.0518391073566594,0.0500680374772581,-0.0500680374772581
-0.0541721553018648,0.0561039963813677,-0.0561039963813677
-0.0585064874936457,0.0645051093950663,-0.0645051093950663
-0.0595659909183032,0.0709156402169842,-0.0709156402169842
-0.0570189018772073,0.071878825148491,-0.071878825148491
-0.0505120525621388,0.0736339621347924,-0.0736339621347924
-0.0467556313292621,0.0756566504909568,-0.0756566504909568
-0.0466165046169333,0.0782358456964362,-0.0782358456964362
-0.0436520354388511,0.0850958628197239,-0.0850958628197239
-0.038900323110084,0.0916455203539705,-0.0916455203539705
-0.0334208710552895,0.0951129861073951,-0.0951129861073951
-0.0296002374936457,0.0932615306279431,-0.0932615306279431
-0.030039021740221,0.0870008285731485,-0.0870008285731485
-0.0329071724251525,0.0808364450115047,-0.0808364450115047
-0.0347586279046046,0.0780646128197239,-0.0780646128197239
-0.035240220370358,0.0782893559704088,-0.0782893559704088
-0.0338275491374813,0.0817782258334225,-0.0817782258334225
-0.0311948436580292,0.0893552806279431,-0.0893552806279431
-0.0268605114662484,0.101716153915614,-0.101716153915614
-0.019369073110084,0.118175914189587,-0.118175914189587
-0.0117920183155635,0.133544064874518,-0.133544064874518
-0.0121023779046046,0.137792780627943,-0.137792780627943
-0.0283802032470703,0.124297489532053,-0.124297489532053
-0.0614816587265224,0.0957337052854773,-0.0957337052854773
-0.0969054600963854,0.0682936367923266,-0.0682936367923266
0.028554728259779,0.0539849895320526,-0.0539849895320526
0.00278418031457352,0.0581159826827376,-0.0581159826827376
0.0336917145611489,0.0637024552854773,-0.0637024552854773
0.0422426563419708,0.0549802806279431,-0.0549802806279431
0.0143745056570393,0.0418595614498609,-0.0418595614498609
-0.00122909023337169,0.0361232600799979,-0.0361232600799979
-0.0324255799593991,0.0209584484361622,-0.0209584484361622
-0.0666079429730977,0.00948584569643622,-0.00948584569643621
-0.101143473795016,0.00808387651835402,-0.00808387651835403
-0.106826264890906,0.0376750580252033,-0.0376750580252033
-0.0987462135210429,0.0461189792580801,-0.04611897925808
-0.103037737493646,0.0233771128197239,-0.0233771128197239
-0.0766357683155635,0.0191069929567102,-0.0191069929567102
-0.062583970370358,0.0155432087101348,-0.0155432087101348
-0.067292874479947,0.0123539963813677,-0.0123539963813677
-0.0779949292744676,0.0202093046005458,-0.0202093046005458
-0.0911905628361114,0.0315641847375321,-0.0315641847375321
-0.103208970370358,0.0359841333676691,-0.0359841333676691
-0.108057001192276,0.0362730888471211,-0.0362730888471212
-0.107254347082687,0.0405432087101348,-0.0405432087101348
-0.110304432699125,0.0458407258334225,-0.0458407258334225
-0.114082258041591,0.05002522925808,-0.0500252292580801
-0.11109638475392,0.0497790819978061,-0.0497790819978061
-0.10082241215118,0.047124972408765,-0.047124972408765
-0.0876695868087141,0.0456587909019157,-0.0456587909019157
-0.0788403916032347,0.04611897925808,-0.04611897925808
-0.0762290902333717,0.0469323354224636,-0.0469323354224636
-0.0762076861237826,0.048708876518354,-0.048708876518354
-0.0767320868087142,0.0500466333676691,-0.0500466333676691
-0.0767855970826868,0.0494580203539705,-0.0494580203539705
-0.0760899635210429,0.0481416676142444,-0.0481416676142444
-0.0754799463977552,0.0467825066553403,-0.0467825066553403
-0.0764110251648785,0.0458728319978061,-0.0458728319978061
-0.0775775491374813,0.0466540819978061,-0.0466540819978061
-0.0784123094114539,0.0477456915868472,-0.0477456915868472
-0.0755655628361114,0.0509134998060253,-0.0509134998060252
-0.0678600833840566,0.0526044244635595,-0.0526044244635595
-0.0587205285895361,0.0487516847375321,-0.0487516847375321
-0.0527594840689881,0.0482914963813677,-0.0482914963813677
-0.0527380799593991,0.0535355032306828,-0.0535355032306828
-0.0560236107813169,0.0593253148745184,-0.0593253148745184
-0.0561520354388511,0.0641840477512307,-0.0641840477512307
-0.0530805457128237,0.0655646128197239,-0.0655646128197239
-0.0478044326991251,0.0672662395320527,-0.0672662395320527
-0.0437590559867963,0.0704554518608198,-0.0704554518608198
-0.0420681313292621,0.0737302806279431,-0.0737302806279431
-0.0394033196854265,0.0793060511758883,-0.0793060511758883
-0.035486367630632,0.0850851607649294,-0.0850851607649294
-0.0317406484525498,0.0883813936416417,-0.0883813936416417
-0.029771470370358,0.0876108456964362,-0.0876108456964362
-0.0309379943429607,0.0837688080252033,-0.0837688080252033
-0.0335492957128237,0.0806009998060253,-0.0806009998060253
-0.0358716416032347,0.0780646128197239,-0.0780646128197239
-0.0358074292744676,0.0766733456964362,-0.0766733456964362
-0.0333459566717278,0.0776793388471211,-0.0776793388471211
-0.0307881655758374,0.0839186367923266,-0.0839186367923266
-0.0300497237950155,0.0941176950115047,-0.0941176950115047
